strand_num,strand_set_id,strand_set_num,strand_set,pilfile_path
s1,1210,100,"['b', 'a*', 'b', 'a']",./sim_result_peppercorn_2022-12-19_21_37_41530189/0012_result.pil
s2,3230,236,"['b*', 'a*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_21_37_41530189/0012_result.pil
s0,0231,45,"['a', 'a*', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_21_37_41530189/0012_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_25_45350073/0018_result.pil
s2,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_25_45350073/0018_result.pil
s1,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_25_45350073/0018_result.pil
s0,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_58_53964091/0014_result.pil
s1,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_58_53964091/0014_result.pil
s3,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_58_53964091/0014_result.pil
s5,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_58_53964091/0014_result.pil
s2,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_58_53964091/0014_result.pil
s4,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_58_53964091/0014_result.pil
s0,1210,100,"['b', 'a*', 'b', 'a']",./sim_result_peppercorn_2022-12-19_21_38_34557255/0021_result.pil
s1,1233,111,"['b', 'a*', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_21_38_34557255/0021_result.pil
s2,3030,204,"['b*', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_21_38_34557255/0021_result.pil
s3,3230,236,"['b*', 'a*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_21_38_34557255/0021_result.pil
s0,3011,197,"['b*', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_23_25_42003499/0032_result.pil
s2,1303,115,"['b', 'b*', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_25_42003499/0032_result.pil
s1,2002,130,"['a*', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_25_42003499/0032_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_18_56420107/0028_result.pil
s1,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_18_56420107/0028_result.pil
s2,0011,5,"['a', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_22_18_56420107/0028_result.pil
s3,0021,9,"['a', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_18_56420107/0028_result.pil
s5,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_18_56420107/0028_result.pil
s6,0033,15,"['a', 'a', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_18_56420107/0028_result.pil
s4,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_18_56420107/0028_result.pil
s0,0303,51,"['a', 'b*', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_35_34999983/0001_result.pil
s1,2121,153,"['a*', 'b', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_35_34999983/0001_result.pil
s1,1032,78,"['b', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_21_38_22830130/0037_result.pil
s2,1100,80,"['b', 'b', 'a', 'a']",./sim_result_peppercorn_2022-12-19_21_38_22830130/0037_result.pil
s3,3030,204,"['b*', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_21_38_22830130/0037_result.pil
s4,3300,240,"['b*', 'b*', 'a', 'a']",./sim_result_peppercorn_2022-12-19_21_38_22830130/0037_result.pil
s0,0231,45,"['a', 'a*', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_21_38_22830130/0037_result.pil
s5,3320,248,"['b*', 'b*', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_21_38_22830130/0037_result.pil
s0,0000,0,"['a', 'a', 'a', 'a']",./sim_result_peppercorn_2022-12-19_22_28_28606378/0035_result.pil
s1,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_28_28606378/0035_result.pil
s2,0011,5,"['a', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_22_28_28606378/0035_result.pil
s4,0033,15,"['a', 'a', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_28_28606378/0035_result.pil
s3,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_22_28_28606378/0035_result.pil
s1,0301,49,"['a', 'b*', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_55_37127307/0027_result.pil
s2,1111,85,"['b', 'b', 'b', 'b']",./sim_result_peppercorn_2022-12-19_22_55_37127307/0027_result.pil
s3,3121,217,"['b*', 'b', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_55_37127307/0027_result.pil
s0,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_55_37127307/0027_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_30_00868639/0015_result.pil
s2,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_30_00868639/0015_result.pil
s4,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_30_00868639/0015_result.pil
s1,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_30_00868639/0015_result.pil
s3,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_30_00868639/0015_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_01_53123054/0018_result.pil
s1,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_01_53123054/0018_result.pil
s3,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_01_53123054/0018_result.pil
s4,0021,9,"['a', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_01_53123054/0018_result.pil
s2,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_01_53123054/0018_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_03_31405516/0019_result.pil
s1,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_03_31405516/0019_result.pil
s2,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_03_31405516/0019_result.pil
s3,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_23_03_31405516/0019_result.pil
s0,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_16_15971344/0003_result.pil
s1,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_16_15971344/0003_result.pil
s2,0021,9,"['a', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_23_16_15971344/0003_result.pil
s0,0000,0,"['a', 'a', 'a', 'a']",./sim_result_peppercorn_2022-12-19_23_28_32513258/0021_result.pil
s1,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_28_32513258/0021_result.pil
s2,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_28_32513258/0021_result.pil
s3,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_28_32513258/0021_result.pil
s5,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_23_28_32513258/0021_result.pil
s6,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_23_28_32513258/0021_result.pil
s4,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_28_32513258/0021_result.pil
s0,0100,16,"['a', 'b', 'a', 'a']",./sim_result_peppercorn_2022-12-19_23_10_48426414/0024_result.pil
s1,2101,145,"['a*', 'b', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_10_48426414/0024_result.pil
s2,2102,146,"['a*', 'b', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_10_48426414/0024_result.pil
s3,2113,151,"['a*', 'b', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_10_48426414/0024_result.pil
s0,0000,0,"['a', 'a', 'a', 'a']",./sim_result_peppercorn_2022-12-19_22_18_38807460/0014_result.pil
s1,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_18_38807460/0014_result.pil
s2,0011,5,"['a', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_22_18_38807460/0014_result.pil
s4,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_18_38807460/0014_result.pil
s5,0021,9,"['a', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_18_38807460/0014_result.pil
s3,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_18_38807460/0014_result.pil
s6,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_18_38807460/0014_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_28_03554747/0026_result.pil
s1,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_28_03554747/0026_result.pil
s2,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_28_03554747/0026_result.pil
s3,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_28_03554747/0026_result.pil
s4,0021,9,"['a', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_23_28_03554747/0026_result.pil
s5,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_23_28_03554747/0026_result.pil
s6,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_23_28_03554747/0026_result.pil
s0,1112,86,"['b', 'b', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_09_32017526/0034_result.pil
s2,3322,250,"['b*', 'b*', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_23_09_32017526/0034_result.pil
s1,1202,98,"['b', 'a*', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_09_32017526/0034_result.pil
s0,0121,25,"['a', 'b', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_46_19623851/0009_result.pil
s2,0323,59,"['a', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_46_19623851/0009_result.pil
s3,1123,91,"['b', 'b', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_46_19623851/0009_result.pil
s4,2101,145,"['a*', 'b', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_46_19623851/0009_result.pil
s5,2222,170,"['a*', 'a*', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_46_19623851/0009_result.pil
s1,0312,54,"['a', 'b*', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_46_19623851/0009_result.pil
s0,0103,19,"['a', 'b', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_21_41_49351329/0016_result.pil
s1,1012,70,"['b', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_21_41_49351329/0016_result.pil
s2,2222,170,"['a*', 'a*', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_21_41_49351329/0016_result.pil
s3,3032,206,"['b*', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_21_41_49351329/0016_result.pil
s1,1032,78,"['b', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_21_35_43495502/0037_result.pil
s2,1100,80,"['b', 'b', 'a', 'a']",./sim_result_peppercorn_2022-12-19_21_35_43495502/0037_result.pil
s3,3030,204,"['b*', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_21_35_43495502/0037_result.pil
s4,3300,240,"['b*', 'b*', 'a', 'a']",./sim_result_peppercorn_2022-12-19_21_35_43495502/0037_result.pil
s0,0231,45,"['a', 'a*', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_21_35_43495502/0037_result.pil
s5,3320,248,"['b*', 'b*', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_21_35_43495502/0037_result.pil
s0,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_04_45015059/0007_result.pil
s1,0010,4,"['a', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_04_45015059/0007_result.pil
s2,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_04_45015059/0007_result.pil
s5,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_04_45015059/0007_result.pil
s3,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_04_45015059/0007_result.pil
s4,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_22_04_45015059/0007_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_21_50_28602609/0030_result.pil
s2,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_50_28602609/0030_result.pil
s1,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_21_50_28602609/0030_result.pil
s1,0230,44,"['a', 'a*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_08_59182665/0039_result.pil
s2,1022,74,"['b', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_08_59182665/0039_result.pil
s0,0201,33,"['a', 'a*', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_08_59182665/0039_result.pil
s3,1201,97,"['b', 'a*', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_08_59182665/0039_result.pil
s4,3202,226,"['b*', 'a*', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_08_59182665/0039_result.pil
s0,0103,19,"['a', 'b', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_08_35602654/0037_result.pil
s2,1232,110,"['b', 'a*', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_08_35602654/0037_result.pil
s3,2103,147,"['a*', 'b', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_08_35602654/0037_result.pil
s5,3333,255,"['b*', 'b*', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_08_35602654/0037_result.pil
s1,1023,75,"['b', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_08_35602654/0037_result.pil
s4,3320,248,"['b*', 'b*', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_08_35602654/0037_result.pil
s0,2210,164,"['a*', 'a*', 'b', 'a']",./sim_result_peppercorn_2022-12-19_21_56_55412595/0035_result.pil
s1,1013,71,"['b', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_21_56_55412595/0035_result.pil
s2,1233,111,"['b', 'a*', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_21_56_55412595/0035_result.pil
s3,2022,138,"['a*', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_21_56_55412595/0035_result.pil
s4,3112,214,"['b*', 'b', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_21_56_55412595/0035_result.pil
s5,1120,88,"['b', 'b', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_21_56_55412595/0035_result.pil
s1,0121,25,"['a', 'b', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_40_20303249/0010_result.pil
s2,0323,59,"['a', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_40_20303249/0010_result.pil
s3,0330,60,"['a', 'b*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_40_20303249/0010_result.pil
s0,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_22_40_20303249/0010_result.pil
s0,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_03_29987027/0012_result.pil
s1,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_03_29987027/0012_result.pil
s2,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_03_29987027/0012_result.pil
s3,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_03_29987027/0012_result.pil
s0,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_21_50214392/0016_result.pil
s1,0010,4,"['a', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_21_50214392/0016_result.pil
s2,0011,5,"['a', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_22_21_50214392/0016_result.pil
s3,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_21_50214392/0016_result.pil
s5,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_21_50214392/0016_result.pil
s6,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_21_50214392/0016_result.pil
s4,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_21_50214392/0016_result.pil
s0,1210,100,"['b', 'a*', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_16_26782116/0022_result.pil
s1,1212,102,"['b', 'a*', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_16_26782116/0022_result.pil
s2,3230,236,"['b*', 'a*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_16_26782116/0022_result.pil
s0,0222,42,"['a', 'a*', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_09_43508902/0005_result.pil
s1,1212,102,"['b', 'a*', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_09_43508902/0005_result.pil
s2,1230,108,"['b', 'a*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_09_43508902/0005_result.pil
s3,3030,204,"['b*', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_09_43508902/0005_result.pil
s0,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_21_58_39972346/0032_result.pil
s1,0322,58,"['a', 'b*', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_21_58_39972346/0032_result.pil
s2,1213,103,"['b', 'a*', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_21_58_39972346/0032_result.pil
s3,3230,236,"['b*', 'a*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_21_58_39972346/0032_result.pil
s5,1131,93,"['b', 'b', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_21_58_39972346/0032_result.pil
s4,1201,97,"['b', 'a*', 'a', 'b']",./sim_result_peppercorn_2022-12-19_21_58_39972346/0032_result.pil
s1,1010,68,"['b', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_44_55909696/0038_result.pil
s0,0201,33,"['a', 'a*', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_44_55909696/0038_result.pil
s2,3202,226,"['b*', 'a*', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_44_55909696/0038_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_04_33199524/0010_result.pil
s1,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_04_33199524/0010_result.pil
s3,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_23_04_33199524/0010_result.pil
s4,0021,9,"['a', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_23_04_33199524/0010_result.pil
s5,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_23_04_33199524/0010_result.pil
s2,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_04_33199524/0010_result.pil
s1,1103,83,"['b', 'b', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_21_42_17132400/0034_result.pil
s3,2103,147,"['a*', 'b', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_21_42_17132400/0034_result.pil
s4,2112,150,"['a*', 'b', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_21_42_17132400/0034_result.pil
s5,2323,187,"['a*', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_42_17132400/0034_result.pil
s0,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_21_42_17132400/0034_result.pil
s2,1320,120,"['b', 'b*', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_21_42_17132400/0034_result.pil
s0,0000,0,"['a', 'a', 'a', 'a']",./sim_result_peppercorn_2022-12-19_22_40_56571911/0039_result.pil
s1,1230,108,"['b', 'a*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_40_56571911/0039_result.pil
s3,2220,168,"['a*', 'a*', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_40_56571911/0039_result.pil
s4,2221,169,"['a*', 'a*', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_40_56571911/0039_result.pil
s5,3222,234,"['b*', 'a*', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_40_56571911/0039_result.pil
s2,1322,122,"['b', 'b*', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_40_56571911/0039_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_21_52_45626599/0037_result.pil
s1,2022,138,"['a*', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_21_52_45626599/0037_result.pil
s2,3200,224,"['b*', 'a*', 'a', 'a']",./sim_result_peppercorn_2022-12-19_21_52_45626599/0037_result.pil
s4,2000,128,"['a*', 'a', 'a', 'a']",./sim_result_peppercorn_2022-12-19_21_52_45626599/0037_result.pil
s5,1332,126,"['b', 'b*', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_21_52_45626599/0037_result.pil
s3,2231,173,"['a*', 'a*', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_21_52_45626599/0037_result.pil
s1,2123,155,"['a*', 'b', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_00_13714597/0022_result.pil
s2,2320,184,"['a*', 'b*', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_00_13714597/0022_result.pil
s0,3020,200,"['b*', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_00_13714597/0022_result.pil
s3,2021,137,"['a*', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_00_13714597/0022_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_59_51736715/0002_result.pil
s1,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_59_51736715/0002_result.pil
s3,0021,9,"['a', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_59_51736715/0002_result.pil
s4,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_59_51736715/0002_result.pil
s2,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_59_51736715/0002_result.pil
s5,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_22_59_51736715/0002_result.pil
s0,1010,68,"['b', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_21_36_20142963/0018_result.pil
s2,1223,107,"['b', 'a*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_36_20142963/0018_result.pil
s3,3210,228,"['b*', 'a*', 'b', 'a']",./sim_result_peppercorn_2022-12-19_21_36_20142963/0018_result.pil
s4,3221,233,"['b*', 'a*', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_21_36_20142963/0018_result.pil
s5,3232,238,"['b*', 'a*', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_21_36_20142963/0018_result.pil
s1,1133,95,"['b', 'b', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_21_36_20142963/0018_result.pil
s0,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_21_45_22957117/0037_result.pil
s1,0010,4,"['a', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_21_45_22957117/0037_result.pil
s3,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_45_22957117/0037_result.pil
s2,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_21_45_22957117/0037_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_21_47_05701087/0029_result.pil
s1,0011,5,"['a', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_21_47_05701087/0029_result.pil
s2,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_47_05701087/0029_result.pil
s3,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_21_47_05701087/0029_result.pil
s0,0121,25,"['a', 'b', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_21_41_43286330/0008_result.pil
s1,0323,59,"['a', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_41_43286330/0008_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_31_48151891/0007_result.pil
s1,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_31_48151891/0007_result.pil
s2,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_31_48151891/0007_result.pil
s3,0011,5,"['a', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_23_31_48151891/0007_result.pil
s4,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_31_48151891/0007_result.pil
s6,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_23_31_48151891/0007_result.pil
s5,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_23_31_48151891/0007_result.pil
s0,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_01_05675613/0007_result.pil
s1,0010,4,"['a', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_23_01_05675613/0007_result.pil
s2,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_01_05675613/0007_result.pil
s5,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_23_01_05675613/0007_result.pil
s3,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_01_05675613/0007_result.pil
s4,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_23_01_05675613/0007_result.pil
s0,0101,17,"['a', 'b', 'a', 'b']",./sim_result_peppercorn_2022-12-19_21_36_58222066/0028_result.pil
s2,1103,83,"['b', 'b', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_21_36_58222066/0028_result.pil
s3,2323,187,"['a*', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_36_58222066/0028_result.pil
