strand_num,strand_set_id,strand_set_num,strand_set,pilfile_path
s1,2323,187,"['a*', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_34_19432441/0002_result.pil
s0,1122,90,"['b', 'b', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_33_06811509/0039_result.pil
s1,1212,102,"['b', 'a*', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_33_06811509/0039_result.pil
s3,2103,147,"['a*', 'b', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_33_06811509/0039_result.pil
s5,3223,235,"['b*', 'a*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_33_06811509/0039_result.pil
s2,2020,136,"['a*', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_33_06811509/0039_result.pil
s4,2231,173,"['a*', 'a*', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_22_33_06811509/0039_result.pil
s0,0101,17,"['a', 'b', 'a', 'b']",./sim_result_peppercorn_2022-12-19_21_43_20115819/0011_result.pil
s3,2323,187,"['a*', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_43_20115819/0011_result.pil
s1,1322,122,"['b', 'b*', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_21_43_20115819/0011_result.pil
s2,2002,130,"['a*', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_21_43_20115819/0011_result.pil
s4,3201,225,"['b*', 'a*', 'a', 'b']",./sim_result_peppercorn_2022-12-19_21_43_20115819/0011_result.pil
s1,0101,17,"['a', 'b', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_10_12636629/0028_result.pil
s2,0323,59,"['a', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_10_12636629/0028_result.pil
s3,2323,187,"['a*', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_10_12636629/0028_result.pil
s0,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_10_12636629/0028_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_21_45_06303257/0026_result.pil
s1,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_21_45_06303257/0026_result.pil
s2,0021,9,"['a', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_21_45_06303257/0026_result.pil
s3,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_45_06303257/0026_result.pil
s5,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_21_45_06303257/0026_result.pil
s4,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_21_45_06303257/0026_result.pil
s0,1033,79,"['b', 'a', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_56_01738096/0019_result.pil
s2,2113,151,"['a*', 'b', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_56_01738096/0019_result.pil
s3,3210,228,"['b*', 'a*', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_56_01738096/0019_result.pil
s1,1202,98,"['b', 'a*', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_56_01738096/0019_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_12_01220885/0026_result.pil
s1,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_12_01220885/0026_result.pil
s3,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_23_12_01220885/0026_result.pil
s4,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_23_12_01220885/0026_result.pil
s2,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_12_01220885/0026_result.pil
s5,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_23_12_01220885/0026_result.pil
s0,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_02_44594894/0011_result.pil
s1,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_02_44594894/0011_result.pil
s3,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_23_02_44594894/0011_result.pil
s2,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_23_02_44594894/0011_result.pil
s4,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_23_02_44594894/0011_result.pil
s0,1001,65,"['b', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_37_50525822/0027_result.pil
s1,1030,76,"['b', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_37_50525822/0027_result.pil
s2,1212,102,"['b', 'a*', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_37_50525822/0027_result.pil
s3,3320,248,"['b*', 'b*', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_37_50525822/0027_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_21_50_59514244/0024_result.pil
s1,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_21_50_59514244/0024_result.pil
s2,0010,4,"['a', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_21_50_59514244/0024_result.pil
s3,0011,5,"['a', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_21_50_59514244/0024_result.pil
s5,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_21_50_59514244/0024_result.pil
s6,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_50_59514244/0024_result.pil
s4,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_21_50_59514244/0024_result.pil
s0,0033,15,"['a', 'a', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_41_59315517/0014_result.pil
s1,2211,165,"['a*', 'a*', 'b', 'b']",./sim_result_peppercorn_2022-12-19_22_41_59315517/0014_result.pil
s0,0010,4,"['a', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_23_16_45510463/0015_result.pil
s2,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_23_16_45510463/0015_result.pil
s3,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_23_16_45510463/0015_result.pil
s4,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_23_16_45510463/0015_result.pil
s1,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_16_45510463/0015_result.pil
s1,0121,25,"['a', 'b', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_11_36977051/0020_result.pil
s3,0323,59,"['a', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_11_36977051/0020_result.pil
s4,1123,91,"['b', 'b', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_11_36977051/0020_result.pil
s0,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_22_11_36977051/0020_result.pil
s2,0310,52,"['a', 'b*', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_11_36977051/0020_result.pil
s5,2132,158,"['a*', 'b', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_11_36977051/0020_result.pil
s0,1113,87,"['b', 'b', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_11_08505807/0036_result.pil
s2,3233,239,"['b*', 'a*', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_23_11_08505807/0036_result.pil
s1,3132,222,"['b*', 'b', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_23_11_08505807/0036_result.pil
s0,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_21_47_27127099/0012_result.pil
s1,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_21_47_27127099/0012_result.pil
s2,0021,9,"['a', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_21_47_27127099/0012_result.pil
s0,1222,106,"['b', 'a*', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_16_06999481/0036_result.pil
s1,2122,154,"['a*', 'b', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_16_06999481/0036_result.pil
s2,2223,171,"['a*', 'a*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_16_06999481/0036_result.pil
s3,2232,174,"['a*', 'a*', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_16_06999481/0036_result.pil
s4,2311,181,"['a*', 'b*', 'b', 'b']",./sim_result_peppercorn_2022-12-19_22_16_06999481/0036_result.pil
s2,2101,145,"['a*', 'b', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_12_45860675/0008_result.pil
s3,2222,170,"['a*', 'a*', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_12_45860675/0008_result.pil
s5,2303,179,"['a*', 'b*', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_12_45860675/0008_result.pil
s0,0231,45,"['a', 'a*', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_22_12_45860675/0008_result.pil
s1,1023,75,"['b', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_12_45860675/0008_result.pil
s4,2231,173,"['a*', 'a*', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_22_12_45860675/0008_result.pil
s1,2203,163,"['a*', 'a*', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_26_41325863/0017_result.pil
s2,3112,214,"['b*', 'b', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_26_41325863/0017_result.pil
s4,1303,115,"['b', 'b*', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_26_41325863/0017_result.pil
s0,1020,72,"['b', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_23_26_41325863/0017_result.pil
s3,2200,160,"['a*', 'a*', 'a', 'a']",./sim_result_peppercorn_2022-12-19_23_26_41325863/0017_result.pil
s0,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_18_13276067/0036_result.pil
s1,0010,4,"['a', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_23_18_13276067/0036_result.pil
s2,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_18_13276067/0036_result.pil
s4,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_23_18_13276067/0036_result.pil
s3,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_18_13276067/0036_result.pil
s1,0320,56,"['a', 'b*', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_23_06_58526788/0002_result.pil
s4,2103,147,"['a*', 'b', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_06_58526788/0002_result.pil
s5,3030,204,"['b*', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_23_06_58526788/0002_result.pil
s0,0233,47,"['a', 'a*', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_23_06_58526788/0002_result.pil
s2,1313,119,"['b', 'b*', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_06_58526788/0002_result.pil
s3,1320,120,"['b', 'b*', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_23_06_58526788/0002_result.pil
s0,0133,31,"['a', 'b', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_23_22_18912836/0020_result.pil
s1,3331,253,"['b*', 'b*', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_23_22_18912836/0020_result.pil
s2,0102,18,"['a', 'b', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_22_18912836/0020_result.pil
s3,2301,177,"['a*', 'b*', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_22_18912836/0020_result.pil
s4,3321,249,"['b*', 'b*', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_23_22_18912836/0020_result.pil
s0,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_02_09305961/0014_result.pil
s1,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_02_09305961/0014_result.pil
s3,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_02_09305961/0014_result.pil
s4,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_02_09305961/0014_result.pil
s5,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_02_09305961/0014_result.pil
s2,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_02_09305961/0014_result.pil
s0,0000,0,"['a', 'a', 'a', 'a']",./sim_result_peppercorn_2022-12-19_21_51_34409268/0036_result.pil
s1,0011,5,"['a', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_21_51_34409268/0036_result.pil
s2,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_21_51_34409268/0036_result.pil
s0,0010,4,"['a', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_32_37524770/0010_result.pil
s2,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_32_37524770/0010_result.pil
s3,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_32_37524770/0010_result.pil
s4,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_32_37524770/0010_result.pil
s1,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_32_37524770/0010_result.pil
s0,0101,17,"['a', 'b', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_40_28257610/0026_result.pil
s1,0110,20,"['a', 'b', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_40_28257610/0026_result.pil
s3,2323,187,"['a*', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_40_28257610/0026_result.pil
s2,0310,52,"['a', 'b*', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_40_28257610/0026_result.pil
s1,1113,87,"['b', 'b', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_35_23913804/0025_result.pil
s2,3223,235,"['b*', 'a*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_35_23913804/0025_result.pil
s0,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_35_23913804/0025_result.pil
s0,0311,53,"['a', 'b*', 'b', 'b']",./sim_result_peppercorn_2022-12-19_23_22_43846045/0006_result.pil
s2,3310,244,"['b*', 'b*', 'b', 'a']",./sim_result_peppercorn_2022-12-19_23_22_43846045/0006_result.pil
s1,2002,130,"['a*', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_22_43846045/0006_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_30_16020964/0030_result.pil
s1,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_30_16020964/0030_result.pil
s3,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_30_16020964/0030_result.pil
s4,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_30_16020964/0030_result.pil
s2,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_30_16020964/0030_result.pil
s0,0000,0,"['a', 'a', 'a', 'a']",./sim_result_peppercorn_2022-12-19_23_01_51409055/0034_result.pil
s1,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_01_51409055/0034_result.pil
s2,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_01_51409055/0034_result.pil
s3,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_01_51409055/0034_result.pil
s5,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_23_01_51409055/0034_result.pil
s4,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_01_51409055/0034_result.pil
s6,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_23_01_51409055/0034_result.pil
s2,1232,110,"['b', 'a*', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_21_53_03900613/0021_result.pil
s3,1031,77,"['b', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_21_53_03900613/0021_result.pil
s0,2011,133,"['a*', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_21_53_03900613/0021_result.pil
s1,2023,139,"['a*', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_53_03900613/0021_result.pil
s0,1210,100,"['b', 'a*', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_37_02455036/0015_result.pil
s1,1230,108,"['b', 'a*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_37_02455036/0015_result.pil
s2,3230,236,"['b*', 'a*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_37_02455036/0015_result.pil
s0,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_22_05421951/0034_result.pil
s1,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_22_05421951/0034_result.pil
s2,0021,9,"['a', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_22_05421951/0034_result.pil
s3,0033,15,"['a', 'a', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_22_05421951/0034_result.pil
s3,2223,171,"['a*', 'a*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_21_38_46655120/0039_result.pil
s4,3012,198,"['b*', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_21_38_46655120/0039_result.pil
s0,0312,54,"['a', 'b*', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_21_38_46655120/0039_result.pil
s1,1302,114,"['b', 'b*', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_21_38_46655120/0039_result.pil
s2,2131,157,"['a*', 'b', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_21_38_46655120/0039_result.pil
s5,3021,201,"['b*', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_21_38_46655120/0039_result.pil
s0,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_20_50506588/0038_result.pil
s1,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_20_50506588/0038_result.pil
s4,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_20_50506588/0038_result.pil
s2,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_20_50506588/0038_result.pil
s3,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_20_50506588/0038_result.pil
s5,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_22_20_50506588/0038_result.pil
s1,2123,155,"['a*', 'b', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_23_20_41029807/0031_result.pil
s2,1031,77,"['b', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_23_20_41029807/0031_result.pil
s0,2021,137,"['a*', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_23_20_41029807/0031_result.pil
s3,2013,135,"['a*', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_20_41029807/0031_result.pil
s4,1320,120,"['b', 'b*', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_23_20_41029807/0031_result.pil
s0,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_23_21011647/0007_result.pil
s1,3211,229,"['b*', 'a*', 'b', 'b']",./sim_result_peppercorn_2022-12-19_23_23_21011647/0007_result.pil
s2,3303,243,"['b*', 'b*', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_23_21011647/0007_result.pil
s4,2201,161,"['a*', 'a*', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_23_21011647/0007_result.pil
s3,1102,82,"['b', 'b', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_23_21011647/0007_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_29_23587336/0014_result.pil
s1,0003,3,"['a', 'a', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_29_23587336/0014_result.pil
s2,0011,5,"['a', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_23_29_23587336/0014_result.pil
s3,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_23_29_23587336/0014_result.pil
s5,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_23_29_23587336/0014_result.pil
s6,0033,15,"['a', 'a', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_23_29_23587336/0014_result.pil
s4,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_23_29_23587336/0014_result.pil
s0,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_59_42933364/0029_result.pil
s1,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_59_42933364/0029_result.pil
s2,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_59_42933364/0029_result.pil
s3,0033,15,"['a', 'a', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_59_42933364/0029_result.pil
s0,0000,0,"['a', 'a', 'a', 'a']",./sim_result_peppercorn_2022-12-19_23_02_34908002/0030_result.pil
s1,0001,1,"['a', 'a', 'a', 'b']",./sim_result_peppercorn_2022-12-19_23_02_34908002/0030_result.pil
s2,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_23_02_34908002/0030_result.pil
s0,0121,25,"['a', 'b', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_33_00147744/0021_result.pil
s1,0323,59,"['a', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_33_00147744/0021_result.pil
s2,3232,238,"['b*', 'a*', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_33_00147744/0021_result.pil
s0,0303,51,"['a', 'b*', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_33_34045139/0005_result.pil
s1,1232,110,"['b', 'a*', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_33_34045139/0005_result.pil
s2,2121,153,"['a*', 'b', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_33_34045139/0005_result.pil
s3,3311,245,"['b*', 'b*', 'b', 'b']",./sim_result_peppercorn_2022-12-19_22_33_34045139/0005_result.pil
s0,3330,252,"['b*', 'b*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_23_21_51532305/0013_result.pil
s1,0323,59,"['a', 'b*', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_23_21_51532305/0013_result.pil
s2,2302,178,"['a*', 'b*', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_23_21_51532305/0013_result.pil
s3,0331,61,"['a', 'b*', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_23_21_51532305/0013_result.pil
s4,2133,159,"['a*', 'b', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_23_21_51532305/0013_result.pil
s5,2303,179,"['a*', 'b*', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_23_21_51532305/0013_result.pil
s2,3333,255,"['b*', 'b*', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_55_23491007/0032_result.pil
s0,0201,33,"['a', 'a*', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_55_23491007/0032_result.pil
s1,0233,47,"['a', 'a*', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_55_23491007/0032_result.pil
s0,1111,85,"['b', 'b', 'b', 'b']",./sim_result_peppercorn_2022-12-19_22_50_10804138/0018_result.pil
s1,1232,110,"['b', 'a*', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_22_50_10804138/0018_result.pil
s3,3010,196,"['b*', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_22_50_10804138/0018_result.pil
s2,2312,182,"['a*', 'b*', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_50_10804138/0018_result.pil
s0,0330,60,"['a', 'b*', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_23_08_53735190/0008_result.pil
s1,2032,142,"['a*', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_23_08_53735190/0008_result.pil
s2,3013,199,"['b*', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_23_08_53735190/0008_result.pil
s1,0331,61,"['a', 'b*', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_22_41_22283907/0031_result.pil
s2,1103,83,"['b', 'b', 'a', 'b*']",./sim_result_peppercorn_2022-12-19_22_41_22283907/0031_result.pil
s5,3101,209,"['b*', 'b', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_41_22283907/0031_result.pil
s6,3333,255,"['b*', 'b*', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_41_22283907/0031_result.pil
s0,0201,33,"['a', 'a*', 'a', 'b']",./sim_result_peppercorn_2022-12-19_22_41_22283907/0031_result.pil
s3,1202,98,"['b', 'a*', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_41_22283907/0031_result.pil
s4,3021,201,"['b*', 'a', 'a*', 'b']",./sim_result_peppercorn_2022-12-19_22_41_22283907/0031_result.pil
s0,0010,4,"['a', 'a', 'b', 'a']",./sim_result_peppercorn_2022-12-19_23_00_29767434/0006_result.pil
s1,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_23_00_29767434/0006_result.pil
s3,0032,14,"['a', 'a', 'b*', 'a*']",./sim_result_peppercorn_2022-12-19_23_00_29767434/0006_result.pil
s2,0031,13,"['a', 'a', 'b*', 'b']",./sim_result_peppercorn_2022-12-19_23_00_29767434/0006_result.pil
s0,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_21_04868311/0007_result.pil
s1,0011,5,"['a', 'a', 'b', 'b']",./sim_result_peppercorn_2022-12-19_22_21_04868311/0007_result.pil
s3,0033,15,"['a', 'a', 'b*', 'b*']",./sim_result_peppercorn_2022-12-19_22_21_04868311/0007_result.pil
s2,0022,10,"['a', 'a', 'a*', 'a*']",./sim_result_peppercorn_2022-12-19_22_21_04868311/0007_result.pil
s0,0002,2,"['a', 'a', 'a', 'a*']",./sim_result_peppercorn_2022-12-19_22_28_09774361/0007_result.pil
s1,0012,6,"['a', 'a', 'b', 'a*']",./sim_result_peppercorn_2022-12-19_22_28_09774361/0007_result.pil
s3,0020,8,"['a', 'a', 'a*', 'a']",./sim_result_peppercorn_2022-12-19_22_28_09774361/0007_result.pil
s4,0023,11,"['a', 'a', 'a*', 'b*']",./sim_result_peppercorn_2022-12-19_22_28_09774361/0007_result.pil
s5,0030,12,"['a', 'a', 'b*', 'a']",./sim_result_peppercorn_2022-12-19_22_28_09774361/0007_result.pil
s2,0013,7,"['a', 'a', 'b', 'b*']",./sim_result_peppercorn_2022-12-19_22_28_09774361/0007_result.pil
